abn,charity_name,state,charity_size,conducted_activities,main_activity,staff_part_time_2017,staff_casual_2017,staff_full_time_2017,staff_volunteers,operates_in_vic,government_grants_2017,donations_and_bequests_2017,all_other_revenue_2017,total_revenue_2017,other_income_2017,total_gross_income_2017,employee_expenses_2017,interest_expenses_2017,grants_and_donations_made_for_use_in_australia_2017,grants_and_donations_made_for_use_outside_australia_2017,all_other_expenses_2017,total_expenses_2017,net_surplus_deficit_2017,ABN_Validation
71659195700,Pregnancy Assistance Frankston Inc.,VIC,Small,y,"Economic, Social And Community Development",18,0,0,18,y,179,24264,23932,49728,0,49728,0,0,0,0,36165,36165,13563,Valid ABN
78971273244,Presbyterian & Scots' Church Joint Mission Inc,VIC,Small,y,Employment And Training,1,0,1,20,y,0,39801,3000,42801,5716,48517,22500,0,0,0,16584,39084,9433,Valid ABN
88062387499,Presbyterian Church Of VIC Social Services Committee,VIC,Large,y,Aged Care Activities,132,11,86,17,y,0,119163,70249,11124347,0,11124347,8400987,0,0,0,3578814,11979801,-855454,Valid ABN
16005650386,Presbyterian Ladies' College,VIC,Large,y,Other Education,105,150,270,100,y,7528252,1282246,1854050,53789085,18166,53807251,26891175,0,0,0,17848794,44739969,9067282,Valid ABN
67754563370,Presbyterian Ladies' College Old Collegians' Assoc.,VIC,Small,y,Other Education,0,0,0,15,y,0,37990,0,95415,0,95415,0,0,69600,0,15200,84800,10615,Valid ABN
33706806832,Presbyterian Ladies' College Senior School Parents Assoc.,VIC,Small,y,Other Education,0,0,0,11,y,0,0,0,4063,0,4063,0,0,3724,0,0,3724,339,Valid ABN
76199089780,Presentation College Windsor,VIC,Large,y,Other Education,40,10,70,0,y,4694139,0,0,10166833,0,10166833,7301757,65069,0,0,2087606,9454432,712401,Valid ABN
83121768426,Presentation Sisters VIC (Presentation Family Centre) Incorporated,VIC,Medium,y,Social Services,4,6,2,30,y,0,167280,0,260360,0,260360,147775,0,0,0,114479,262254,-1894,Valid ABN
66801857062,Preston Neighbourhood House Inc,VIC,Large,y,"Economic, Social And Community Development",36,5,19,78,y,606070,11991,116402,1187845,19449,1207294,780232,1,0,0,262430,1042663,164631,Valid ABN
93736262050,Preston Reservoir Adult Community Education Inc,VIC,Large,y,Other Education,37,1,8,26,y,3168812,0,36336,3550685,0,3550685,2233588,0,0,0,681609,2915197,635488,Valid ABN
51616203439,Pretty Foundation Ltd,VIC,Small,y,Other Education,0,0,0,8,y,0,20000,0,20000,0,20000,0,0,0,0,2750,2750,17250,Valid ABN
68330354094,Priests Retirement Foundation Archdiocese Of Melbourne,VIC,Large,y,Income Support And Maintenance,2,1,1,0,y,0,505220,1021991,1527211,0,1527211,0,0,0,0,1527211,1527211,0,Valid ABN
92660893570,Priests Welfare Foundation Of The Diocese Of Sale,VIC,Medium,y,Income Support And Maintenance,0,0,0,0,y,0,39344,201861,446660,0,446660,0,0,0,0,395030,395030,51630,Valid ABN
63136509343,Primary Care Connect,VIC,Large,y,Other Health Service Delivery,60,2,60,0,y,6275231,5855,165662,6519330,0,6519330,3862191,0,0,0,2005026,5867217,652113,Valid ABN
85608584381,Primary Care Diabetes Society of Australia Limited,VIC,Small,y,Other Health Service Delivery,0,0,0,0,y,0,52250,0,76852,0,76852,0,0,0,0,109894,109894,-33042,Valid ABN
74028270048,Princes Court Homes Inc,VIC,Large,y,Aged Care Activities,86,11,74,28,y,0,0,9950275,9950275,0,9950275,5738491,0,0,0,2617023,8355514,1594761,Valid ABN
38049813020,Principals' Association Of Specialist Schools VIC Inc,VIC,Medium,y,Other Education,0,0,0,155,y,281818,0,0,583033,0,583033,0,0,50000,0,107555,157555,425478,Valid ABN
85296712722,Pro Fam Community Health Inc.,VIC,Medium,y,Other Education,1,0,3,2,y,0,233819,0,254282,0,254282,154234,0,0,0,70726,224960,29322,Valid ABN
45451092780,Probitas Australia Inc,VIC,Small,y,"Economic, Social And Community Development",0,0,0,5,y,0,0,0,10045,0,10045,0,0,0,0,16190,16190,-6145,Valid ABN
77576618273,Pro-Fam Australia Counselling Serv Inc,VIC,Small,y,Mental Health And Crisis Intervention,1,0,3,2,y,0,80000,817,95022,0,95022,31707,0,0,0,12828,44535,50487,Valid ABN
81002268366,Pro-Fam Australia Incorporated,VIC,Small,y,Mental Health And Crisis Intervention,1,0,3,2,y,0,62932,39883,102815,0,102815,80512,0,0,0,14035,94547,8268,Valid ABN
71625704435,Progress Pikinini Australia,VIC,Small,y,Other Education,0,0,0,30,y,0,12357,0,12357,0,12357,0,0,12357,0,0,12357,0,Valid ABN
29167982658,Project 10:Ten Inc.,VIC,Small,y,"Economic, Social And Community Development",0,0,0,8,y,0,14244,190,14434,0,14434,0,0,0,15623,308,15931,-1497,Valid ABN
69142789311,Project Dovetail,VIC,Small,y,Social Services,0,0,0,11,y,0,0,0,0,0,0,0,0,0,0,1200,1200,-1200,Valid ABN
67671652407,PROJECT EMPLOYMENT INC AS THE OPERATOR OF A PBI,VIC,Small,y,Other Education,0,0,0,1,y,0,30,0,30,0,30,0,0,0,0,30,30,0,Valid ABN
84611184886,Project Karma Limited,VIC,Small,y,International Activities,0,0,1,15,y,0,59225,60000,119225,0,119225,12500,0,0,0,65394,77894,41331,Valid ABN
23169112047,Project New Dawn Limited,VIC,Small,y,Housing Activities,2,0,1,10,y,30000,78996,5435,214241,0,214241,27669,0,12743,0,118314,158726,55515,Valid ABN
41909510696,Project Respect Incorporated,VIC,Medium,y,Social Services,2,1,3,17,y,393000,33153,22134,448287,85,448372,234070,0,0,0,75590,309660,138712,Valid ABN
70956155799,Prom Coast Centres for Children Inc.,VIC,Large,y,Other Education,19,6,27,21,y,541894,120,1059,1425350,0,1425350,1228052,0,0,0,263800,1491852,-66502,Valid ABN
95527897647,Prom Country Aged Care Inc.,VIC,Large,y,Aged Care Activities,84,6,40,55,y,3213978,232365,66038,5420936,0,5420936,404816,39041,0,0,5005664,5449521,-28585,Valid ABN
61754041519,Prosper Australia (VIC) Inc,VIC,Small,y,"Economic, Social And Community Development",3,0,2.13,15,y,0,192999,607,199600,0,199600,121442,0,0,0,43030,164472,35128,Valid ABN
64612999229,Proud 2 Play inc.,VIC,Small,y,"Economic, Social And Community Development",0,0,0,17,y,25559,6252,0,36546,0,36546,0,0,0,0,32050,32050,4496,Valid ABN
38788328554,Providing All Living Supports (Pals) Inc,VIC,Large,y,Other Health Service Delivery,35,29,39,8,y,0,16424,0,4356079,20139,4376218,2083240,0,0,0,2212050,4295290,80928,Valid ABN
39221509198,Psoriasis Australia Incorporated,VIC,Small,y,Other Health Service Delivery,0,0,0,7,y,0,0,18693,20025,0,20025,0,0,0,0,35681,35681,-15656,Valid ABN
91794316901,Psychotherapy And Counselling Federation Of Australia,VIC,Medium,y,Other Health Service Delivery,4,1,7,83,y,0,55914,38168,952824,0,952824,589628,0,0,0,304961,894589,58235,Valid ABN
21614729817,Puckapunyal And District Neighbourhood Centre Inc,VIC,Small,y,Social Services,1,3,3,50,y,122435,0,8582,196354,7983,204337,123231,0,0,0,101079,224310,-19973,Valid ABN
29529009454,Purple Lion Inc,VIC,Small,y,Other Education,0,0,0,1,y,0,45572,0,45572,0,45572,0,0,42824,0,0,42824,2748,Valid ABN
48243677427,PVCH Ltd,VIC,Large,y,Other Health Service Delivery,124,54,173,12,y,17483698,156,438352,20236885,0,20236885,13959042,65248,0,0,5572554,19596844,640041,Valid ABN
83107219519,Pyalong Neighbourhood House Inc,VIC,Small,y,"Economic, Social And Community Development",1,0,1,25,y,64927,189,0,66271,0,66271,33814,0,1465,0,16955,52234,14037,Valid ABN
14394632315,Pyramid Hill Neighbourhood House Inc,VIC,Small,y,"Economic, Social And Community Development",1,3,1,22,y,60406,670,1434,77527,0,77527,50868,0,0,0,31346,82214,-4687,Valid ABN
79892132355,Quality Education Nepal Incorporated,VIC,Small,y,Other Education,0,0,0,6,y,0,43591,0,91387,41593,132980,0,0,0,90832,9301,100133,32847,Valid ABN
83395718764,Quality Living Options Bendigo Inc,VIC,Small,y,Social Services,0,0,0,15,y,0,8747,10550,20134,0,20134,0,0,0,0,5519,5519,14615,Valid ABN
68049607176,Quantin Binnah Community Centre Inc,VIC,Large,y,Other Education,60,34,75,25,y,2879461,1550,180017,5398654,0,5398654,4491797,780,0,0,836923,5329500,69154,Valid ABN
18274439046,Quantum Support Services Inc,VIC,Large,y,Social Services,41,12,98,25,y,11133072,14965,352556,11544423,0,11544423,7460740,0,0,0,3129532,10590272,954151,Valid ABN
65700715581,Queenscliff And District Neighbourhood House Inc.,VIC,Small,y,"Economic, Social And Community Development",6,0,0,40,y,62418,85,11145,147100,0,147100,66245,0,0,0,79478,145723,1377,Valid ABN
96581395187,Queenscliff Kindergarten Inc,VIC,Medium,y,Other Education,8,4,2,50,y,159131,0,18203,253886,0,253886,205096,0,0,0,54268,259364,-5478,Valid ABN
40772728988,Queenscliff Point Lonsdale Rsl Subbranch,VIC,Small,y,Social Services,0,0,0,0,y,0,0,18546,18546,0,18546,0,0,0,0,18251,18251,295,Valid ABN
11209960897,Queenscliffe Maritime Museum Inc,VIC,Small,y,Other Education,1,0,0,80,y,12764,2848,7745,105521,0,105521,35938,0,0,0,49079,85017,20504,Valid ABN
96484837415,Queenscliff-Point Lonsdale RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,2443,0,4368,0,4368,0,0,0,0,4856,4856,-488,Valid ABN
21468159356,Quercus Beechworth Inc,VIC,Medium,y,"Economic, Social And Community Development",5,0,2,78,y,97446,923,41042,326906,0,326906,178977,0,16235,0,145111,340323,-13417,Valid ABN
13110446709,Quest Foundation Inc,VIC,Small,y,Social Services,0,0,0,5,y,0,7333,36,7369,0,7369,0,0,0,0,10306,10306,-2937,Valid ABN
88821294121,R C F Growers Inc,VIC,Small,y,"Economic, Social And Community Development",0,0,0,13,y,0,2575,0,13920,0,13920,0,0,2060,0,10191,12251,1669,Valid ABN
27514658108,R M Begg Kyneton Aged Care Inc,VIC,Large,y,Aged Care Activities,118,29,75,52,y,5000168,77241,117558,7376944,-814627,6562317,5184403,0,0,0,1662137,6846540,-284223,Valid ABN
69004959764,R. Steiner School Co. Ltd.,VIC,Large,y,Other Education,65,30,71,0,y,3649227,0,108874,8867379,0,8867379,6701631,10893,0,0,2007296,8719820,147559,Valid ABN
42005246739,R.H.S. Nominees Pty. Ltd.,VIC,Small,y,Emergency And Relief,1,0,0,19,y,0,0,0,19566,0,19566,0,0,0,0,3604,3604,15962,Valid ABN
46615224505,R.I.T.C.H Foundation Limited,VIC,Small,y,Income Support And Maintenance,0,0,0,30,y,0,1000,1000,14300,96,14396,0,0,11608,1718,0,13326,1070,Valid ABN
40594141285,Raaf Veteran's Residences Trust,VIC,Medium,y,Housing Activities,2,0,0,5,y,0,0,0,606353,1000,607353,175113,0,0,0,371455,546568,60785,Valid ABN
57618502176,Rainbow Eight Commonpequit Rentalhousing Cooperative Ltd,VIC,Small,y,Housing Activities,0,0,0,5,y,0,0,164474,164474,0,164474,0,0,0,0,163020,163020,1454,Valid ABN
56771335855,Rainbow Pre School Incorporated,VIC,Small,y,Other Education,0,2,2,0,y,600,320,6068,6988,0,6988,0,0,0,0,2776,2776,4212,Valid ABN
36081250142,Rainbows For The Children Of Australia,VIC,Small,y,Mental Health And Crisis Intervention,1,0,0,400,y,5790,9524,425,51239,11071,62310,0,0,0,0,47886,47886,14424,Valid ABN
92114767949,Raising Children Network (Australia) Limited,VIC,Large,y,Other Education,0,0,0,0,y,2681213,0,27100,2708313,3044,2711357,0,0,2721213,0,11,2721224,-9867,Valid ABN
77939331737,Raleigh St Thornbury Child Care Centre,VIC,Large,y,Other Education,6,5,12,42,y,427665,0,0,1020945,13166,1034111,878928,0,0,0,138674,1017602,16509,Valid ABN
27469303627,Ramon Helps Inc,VIC,Small,y,Social Services,0,0,0,20,y,0,0,0,0,434,434,0,0,0,0,2672,2672,-2238,Valid ABN
14188575324,Ranges Community Health,VIC,Large,y,Other Health Service Delivery,52,8,64,16,y,6373509,11672,682450,7642438,17062,7659500,5099395,0,0,0,2139553,7238948,420552,Valid ABN
30637377107,Rangeview Preschool Association,VIC,Medium,y,Employment And Training,10,3,5,50,y,219216,40,2833,416686,0,416686,337236,0,0,0,89673,426909,-10223,Valid ABN
41853904693,Rationalist Society of Australia Inc,VIC,Small,y,Other Education,0,1,0,7,y,0,4705,18124,103268,0,103268,3604,0,500,0,88706,92810,10458,Valid ABN
13389287007,Reach 4 Your Future Foundation Inc.,VIC,Small,y,International Activities,0,0,0,6,y,6515,11537,1800,19852,0,19852,0,0,0,15767,11626,27393,-7541,Valid ABN
30406884176,Read The Play Inc.,VIC,Small,y,Other Education,1,0,1,55,y,0,97794,116768,214562,539,215101,100929,0,0,0,137029,237958,-22857,Valid ABN
84221811239,Reading out of Poverty Inc,VIC,Medium,y,"Economic, Social And Community Development",2,2,1,89,y,0,302010,0,302010,0,302010,37340,0,12010,0,254228,303578,-1568,Valid ABN
66164357162,ReadyStepGrow,VIC,Small,y,Other Health Service Delivery,8,0,0,5,y,0,13832,96857,138169,0,138169,86516,0,0,0,55619,142135,-3966,Valid ABN
79181624552,Real Life Foundation Inc,VIC,Small,y,Social Services,0,0,1,5,y,0,13575,0,13588,0,13588,0,0,13118,0,1334,14452,-864,Valid ABN
20202095848,Realise Enterprises Inc,VIC,Medium,y,Social Services,4,8,6,9,y,373176,37586,0,560586,0,560586,373425,0,0,0,144767,518192,42394,Valid ABN
58160543635,RECHARGE Scheme Australia Limited,VIC,Small,y,Social Services,0,1,0,1,y,0,0,0,10825,0,10825,11678,0,0,0,3554,15232,-4407,Valid ABN
98918705743,RED CLIFFS - IRYMPLE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,1,367,0,367,0,0,0,0,366,366,1,Valid ABN
84309800184,Red Cliffs And Community Aged Care Services Inc,VIC,Large,y,Aged Care Activities,100,15,60,40,y,5170824,133244,98763,7084778,0,7084778,5517067,3673,0,0,1677330,7198070,-113292,Valid ABN
44673946607,Red Cliffs Benevolent Society,VIC,Small,y,Emergency And Relief,0,0,0,2,y,0,0,0,0,0,0,0,0,0,0,687,687,-687,Valid ABN
73538102253,Red Cliffs-Irymple RSL Sub-Branch Welfare Patriotic Fund W341,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
12118641777,Red Dust Role Models Limited,VIC,Large,y,Social Services,0,0,6,180,y,200000,939560,90773,1230902,0,1230902,536201,0,0,0,736913,1273114,-42212,Valid ABN
81462345159,Red Nose,VIC,Large,y,Other Health Service Delivery,32,7,38,1500,y,1244616,3472376,177348,7003129,1787005,8790134,4084173,55116,0,0,4592470,8731759,58375,Valid ABN
89068902821,RedR Australia Limited,VIC,Large,y,International Activities,22,1,44,135,y,6502710,35000,978458,8677180,4937,8682117,6390983,0,0,0,2161689,8552672,129445,Valid ABN
23135951905,Reflection Outreach Inc.,VIC,Small,y,Social Services,0,0,0,3,y,0,0,0,0,0,0,168,0,0,0,241,409,-409,Valid ABN
21087541884,Reformed Theological College,VIC,Large,y,Other Education,4,14,7,1500,y,0,596405,0,1100497,-92748,1007749,678980,2910,0,0,619793,1301683,-293934,Valid ABN
94806293897,Refugee & Immigration Legal Centre Inc,VIC,Large,y,Law And Legal Services,4,5,24,550,y,875628,869689,92778,3205735,0,3205735,2067152,0,0,0,929871,2997023,208712,Valid ABN
47447076221,Refugee and Migrant Communities Network Inc.,VIC,Small,y,"Economic, Social And Community Development",6,7,2,21,y,69791,0,0,199439,0,199439,116065,0,0,0,62408,178473,20966,Valid ABN
80840704309,Refugee Migrant Children Centre,VIC,Small,y,"Economic, Social And Community Development",2,0,0,74,y,4919,37346,0,42265,96313,138578,16772,0,2000,0,65694,84466,54112,Valid ABN
73879960566,Reggio Emilia Australia Information Exchange Inc,VIC,Large,y,Other Education,4,0,2,15,y,0,3983,6013,2042260,0,2042260,220775,0,0,59320,1611639,1891734,150526,Valid ABN
50071373950,Relationship Matters Counselling and Mediation,VIC,Large,y,Social Services,31,11,38,0,y,3752887,1995,141470,5394406,0,5394406,3308760,9810,0,0,1918378,5236948,157458,Valid ABN
51263215677,Relationships Australia (VIC) Limited,VIC,Large,y,"Economic, Social And Community Development",159,75,193,15,y,19384681,0,445409,23241307,0,23241307,16322064,0,0,62760,5873461,22258285,983022,Valid ABN
43160195629,Remar Australia Inc.,VIC,Medium,y,Other Health Service Delivery,0,0,0,16,y,0,44761,0,398804,56761,455565,0,0,20973,33050,296574,350597,104968,Valid ABN
32748128303,Remote Island Missions (RIM) Inc.,VIC,Small,y,"Economic, Social And Community Development",0,0,0,7,y,0,39861,0,39861,0,39861,0,0,40312,0,0,40312,-451,Valid ABN
43131770947,Remus Way Children's Centre Inc,VIC,Medium,y,Other Education,12,2,12,0,y,38881,0,19549,949360,0,949360,828511,0,0,0,106481,934992,14368,Valid ABN
53394046908,Renaissance Development Organisation Inc,VIC,Small,y,Other Education,0,0,0,11,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
33151699160,Renew Initiatives Australia Limited,VIC,Small,y,"Economic, Social And Community Development",2,0,2,0,y,0,0,263,157174,0,157174,95946,0,0,0,44300,140246,16928,Valid ABN
26869822967,Renown Kindergarten Inc,VIC,Medium,y,Other Education,10,1,7,100,y,264035,9699,18454,690150,0,690150,546494,0,0,0,138869,685363,4787,Valid ABN
28734230639,Rescare Inc,VIC,Small,y,Housing Activities,0,0,0,5,y,0,0,0,0,27379,27379,0,0,48000,0,2245,50245,-22866,Valid ABN
38609405003,Reseed (Indico) Ltd,VIC,Small,y,Other Education,0,0,0,2,y,0,0,2,2,0,2,0,0,0,0,410,410,-408,Valid ABN
66571493753,Reservoir Neighbourhood House Inc.,VIC,Medium,y,Social Services,8,5,3,25,y,251099,0,3403,301790,0,301790,212802,0,0,0,96546,309348,-7558,Valid ABN
15869788315,RESERVOIR RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,y,Social Services,0,0,0,5,y,0,0,471204,471204,647,471851,0,0,0,0,186506,186506,285345,Valid ABN
23243603038,Reservoir Rsl Sub-Branch Welfare Patriotic Fund No W344,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,647,647,-647,Valid ABN
96045094608,Resource Information Support And Education Centre Inc,VIC,Small,y,Social Services,0,1,0,25,y,31755,6655,2000,44425,0,44425,23203,0,0,0,23096,46299,-1874,Valid ABN
24215634040,Resource Network For Linguistic Diversity,VIC,Medium,y,Employment And Training,9,0,4,1,y,615517,0,28546,644063,6795,650858,380327,0,0,0,246888,627215,23643,Valid ABN
59799049074,Restdown Retirement Village Inc,VIC,Small,y,"Economic, Social And Community Development",0,1,0,10,y,0,0,144048,145532,0,145532,3600,0,0,0,81280,84880,60652,Valid ABN
22568293073,Restoring Hope Inc,VIC,Small,y,Emergency And Relief,0,0,0,8,y,0,2834,2783,5617,0,5617,0,0,0,0,48113,48113,-42496,Valid ABN
55128238122,Rett Syndrome Association Of Australia Incorporated,VIC,Small,y,Other Health Service Delivery,0,0,0,13,y,0,52081,3271,55408,0,55408,0,0,4022,3583,14263,21868,33540,Valid ABN
73941765364,Returned & Services League of Australia (VICn Branch) Inc.,VIC,Large,y,Social Services,2,0,24,100,y,0,0,7313780,7313780,0,7313780,2942121,0,4377,0,4743287,7689785,-376005,Valid ABN
85847012455,Returned & Services League Of Australia Vic Branch Inc,VIC,Small,y,Social Services,0,0,0,5,y,0,0,3336,3776,2081,5857,0,0,0,0,5749,5749,107,Valid ABN
31577805019,RETURNED & SERVICES LEAGUE OF AUSTRALIA VIC BRANCH INC - CAMPERDOWN WELFARE PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,6,6,0,6,0,0,0,0,0,0,6,Valid ABN
62869562897,RETURNED & SERVICES LEAGUE OF AUSTRALIA VIC BRANCH INC - LILYDALE WELFARE PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,14796,14796,0,14796,0,0,0,14796,0,14796,0,Valid ABN
39424731320,RETURNED NURSES RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,1462,1462,0,1462,0,0,0,0,300,300,1162,Valid ABN
93577895963,RETURNED SERVICEWOMEN RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,5856,5856,0,5856,0,0,0,0,6663,6663,-807,Valid ABN
67060078560,Reventure Ltd,VIC,Large,y,Other Health Service Delivery,68,36,104,0,y,0,0,0,25689347,0,25689347,19189362,0,0,0,5292794,24482156,1207191,Valid ABN
28602590492,Rewire Ltd,VIC,Small,y,Other Health Service Delivery,0,0,0,40,y,0,70613,0,70613,0,70613,0,0,0,0,70790,70790,-177,Valid ABN
33220574847,Reynard Street Neighbourhood House Inc,VIC,Medium,y,Employment And Training,1,8,3,80,y,241311,4843,4188,295216,0,295216,178689,0,0,0,105129,283818,11398,Valid ABN
17022387070,Rheola Charity Carnival,VIC,Small,y,Other Health Service Delivery,0,0,0,75,y,0,1865,54954,56819,0,56819,0,0,0,0,25613,25613,31206,Valid ABN
19294510052,Rice For Cambodia Australia Inc,VIC,Small,y,"Economic, Social And Community Development",0,0,0,12,y,0,17846,0,17857,0,17857,0,0,0,24121,187,24308,-6451,Valid ABN
58089460935,Rice Village Limited,VIC,Large,y,Aged Care Activities,93,31,73,60,y,5654000,42000,639000,9499000,0,9499000,5113000,84000,0,0,3186000,8383000,1116000,Valid ABN
59709547292,Richmond Community Learning Centre Inc,VIC,Medium,y,"Economic, Social And Community Development",6,2,4,11,y,299740,0,0,466036,0,466036,303173,0,0,0,122121,425294,40742,Valid ABN
13716454021,Richmond Creche And Kindergarten Inc,VIC,Large,y,Other Education,9,5,21,26,y,65333,0,80423,1864028,0,1864028,1580237,0,0,0,241577,1821814,42214,Valid ABN
71375606853,Riddell Road Preschool Incorporated,VIC,Small,y,Other Education,0,0,0,17,y,0,0,32652,33206,0,33206,0,0,80,0,38192,38272,-5066,Valid ABN
21524742095,Riddells Creek Buddhist Centre Inc.,VIC,Small,y,Other Education,0,0,0,4,y,0,14577,927,15504,0,15504,0,0,0,0,14860,14860,644,Valid ABN
63838026227,Ride4Life Incorporated,VIC,Small,y,Mental Health And Crisis Intervention,0,0,0,10,y,0,5090,0,5090,875,5965,0,0,4631,0,902,5533,432,Valid ABN
80473459921,Righteous Pups Australia Inc.,VIC,Medium,y,Social Services,0,3,0,80,y,18000,396495,93086,552581,0,552581,263488,0,0,0,218058,481546,71035,Valid ABN
11846675799,Rights Employment Accommodation Leisure Real Inc,VIC,Small,y,"Economic, Social And Community Development",0,3,0,10,y,23254,4625,1105,32926,0,32926,17105,0,0,0,17360,34465,-1539,Valid ABN
82007762018,Ringwood Area Lions Aged Care Inc,VIC,Large,y,Aged Care Activities,57,16,53,12,y,5284428,0,21151,7343820,0,7343820,4449232,0,0,0,1743040,6192272,1151548,Valid ABN
41282368298,Ringwood Highland Pipe Band Inc,VIC,Small,y,Income Support And Maintenance,0,0,0,22,y,0,0,0,44987,0,44987,0,0,0,0,35460,35460,9527,Valid ABN
73388740343,Ringwood Prostate Cancer Support Group Inc.,VIC,Small,y,Other Education,0,0,0,15,y,0,2937,1222,4159,0,4159,0,0,3300,0,2272,5572,-1413,Valid ABN
20745109189,RINGWOOD RSL SUB BRANCH WELFARE PATRIOTIC FUND W349,VIC,Small,y,Social Services,0,0,0,5,y,0,0,521,839,0,839,0,0,0,0,70000,70000,-69161,Valid ABN
28586074047,Ringwood Rsl Sub-Branch Inc,VIC,Large,y,Aged Care Activities,2,34,1,50,y,0,0,253,6629816,0,6629816,1931157,0,5117,0,4700182,6636456,-6640,Valid ABN
25280938523,Ringwood Rsl Sub-Branch Patriotic Fund,VIC,Medium,y,Social Services,0,0,0,5,y,0,0,535195,535195,39110,574305,0,0,0,0,484331,484331,89974,Valid ABN
50317319353,Ripon-Beaufort RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,30,900,1999,0,1999,0,0,0,0,1935,1935,64,Valid ABN
48980050949,Ripon-Beaufort RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,800,800,-800,Valid ABN
34624145785,Ripponlea Kindergarten Inc,VIC,Medium,y,Other Education,5,5,3,16,y,141032,13179,0,300208,0,300208,188803,0,20,0,109104,297927,2281,Valid ABN
82371725366,Rite Mentoring Incorporated,VIC,Small,y,"Economic, Social And Community Development",5,0,2,20,y,21500,158744,0,193544,0,193544,110108,0,0,0,48337,158445,35099,Valid ABN
89547104373,River Of Life Bible School Building Fund,VIC,Small,y,Other Education,0,0,0,8,y,0,66500,0,66828,0,66828,0,0,0,0,36466,36466,30362,Valid ABN
88420844948,River Valley Church Inc,VIC,Small,y,Emergency And Relief,0,0,1,25,y,0,0,129307,129307,0,129307,50773,0,0,0,50309,101082,28225,Valid ABN
99594277830,Riverina Lighthouse Family Worship Centre,VIC,Small,y,"Economic, Social And Community Development",2,0,0,4,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
53396253877,Rix Street Kindergarten Inc,VIC,Small,y,Other Education,0,0,0,50,y,0,0,0,16736,0,16736,0,0,0,0,9396,9396,7340,Valid ABN
61006067349,Rmit Training Pty Ltd,VIC,Large,y,Other Education,60,295,159,6,y,0,0,0,52281291,575220,52856511,19193874,0,0,0,20524393,39718267,13138244,Valid ABN
30600216742,Roach Foundation Ltd,VIC,Small,y,Other Health Service Delivery,0,0,0,0,y,0,30798,22,30820,0,30820,0,0,0,0,108,108,30712,Valid ABN
52074919950,Road Trauma Support Services VIC Inc,VIC,Large,y,Social Services,8,25,9,160,y,519666,40173,57057,1093884,0,1093884,774636,0,0,0,298797,1073433,20451,Valid ABN
84124186324,Robina Scott Kindergarten Inc,VIC,Medium,y,Other Education,9,4,10,10,y,519920,0,10879,759712,0,759712,588955,0,0,0,94054,683009,76703,Valid ABN
77410350895,Robinvale Benevolent Society,VIC,Small,y,Emergency And Relief,0,0,0,5,y,30000,2400,0,32400,0,32400,0,0,32664,0,0,32664,-264,Valid ABN
34473085494,Robinvale Preschool Association Incorporated,VIC,Small,y,Other Education,0,0,0,7,y,0,4030,45104,49134,0,49134,0,0,0,0,8818,8818,40316,Valid ABN
83328945868,Robinvale RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,1254,1254,0,1254,0,0,0,0,341,341,913,Valid ABN
33767464352,Robinvale RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,18,0,18,0,0,0,0,0,0,18,Valid ABN
14056899731,Robyn Jane Children's Centre Incorporated,VIC,Large,y,Other Education,17,4,25,14,y,0,0,0,1865903,0,1865903,1444609,0,0,0,239524,1684133,181770,Valid ABN
98854690147,Rochester RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
84685859327,Rochester RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,792,865,0,865,0,0,0,0,1908,1908,-1043,Valid ABN
77239051987,ROKEWOOD RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
78482029172,Romsey-Lancefield RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,1125,1125,0,1125,0,0,0,0,3659,3659,-2534,Valid ABN
