abn,charity_name,state,charity_size,conducted_activities_2016,main_activity_2016,operates_in_vic,staff_full_time_2016,staff_part_time_2016,staff_casual_2016,staff_volunteers_2016,government_grants_2016,donations_and_bequests_2016,all_other_revenue_2016,total_revenue_2016,other_income_2016,total_gross_income_2016,employee_expenses_2016,interest_expenses_2016,grants_and_donations_made_for_use_in_australia_2016,grants_and_donations_made_for_use_outside_australia_2016,all_other_expenses_2016,total_expenses_2016,net_surplus_deficit_2016,ABN_Validation
27334142313,Kirralee Early Learning Centre Inc,VIC,Small,Y,Other Education,Y,0,3,0,6,3000,0,11,3011,453,3464,0,0,0,0,8819,8819,-5355,Valid ABN
27367197694,Springvale Neighbourhood House Inc,VIC,Medium,Y,Other Education,Y,4,13,4,103,947910,5623,39071,992604,34836,1027440,714514,0,5623,0,249333,969470,57970,Valid ABN
27562583308,Angela Taylor Memorial Trust,VIC,Small,Y,Other Education,Y,1,2,0,0,0,0,0,0,10920,10920,0,0,0,0,9886,9886,1034,Valid ABN
27575492078,Cohuna & District Pre School Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,5,0,0,2560,2560,0,2560,0,0,0,0,10018,10018,-7458,Valid ABN
27625198252,The Lady Gowrie Child Centre (Melbourne) Inc,VIC,Large,Y,Other Education,Y,115,25,84,8,4509743,0,8768856,13278599,0,13278599,8731442,0,0,0,4099443,12830885,447714,Valid ABN
28003017756,Toolamba Kindergarten And Childrens Association Inc,VIC,Small,Y,Other Education,Y,0,4,2,30,29693,0,0,29693,45403,75096,45879,0,0,0,18786,64665,10431,Valid ABN
28005056262,Doxa Youth Foundation,VIC,Large,Y,Other Education,Y,18,9,5,377,0,3854570,823763,4678333,0,4678333,2102553,36,0,0,2283124,4385713,292620,Valid ABN
28108663896,Australian Physiotherapy Council Limited,VIC,Large,Y,Other Education,Y,8,0,148,0,0,0,2727341,2727341,0,2727341,1223426,0,0,0,785609,2009035,718306,Valid ABN
28108949530,Parkdale Pre School Association,VIC,Medium,Y,Other Education,Y,2,3,0,10,0,0,279726,279726,0,279726,207093,0,0,0,94896,301989,-22263,Valid ABN
28120862167,Woodridge Pre School Inc,VIC,Medium,Y,Other Education,Y,1,8,0,100,230700,1000,202433,434133,10939,445072,354696,0,0,0,121815,476511,-31439,Valid ABN
28150157211,Hume University Of The Third Age,VIC,Small,Y,Other Education,Y,0,0,0,45,8862,0,51856,60718,0,60718,0,0,4467,0,45787,50254,10464,Valid ABN
28294858467,St John's Pre-School East Oakleigh,VIC,Medium,Y,Other Education,Y,0,5,0,12,0,0,329515,329515,0,329515,76299,0,0,0,225692,301991,27524,Valid ABN
28408850928,Assistance to Timor Leste Inc.,VIC,Small,Y,Other Education,Y,0,0,0,9,0,1973,2067,4040,0,4040,0,0,0,3127,0,3127,913,Valid ABN
28468358734,Green Park Kindergarten,VIC,Small,Y,Other Education,Y,0,0,0,20,0,211,0,211,25082,25293,0,0,0,0,42901,42901,-17608,Valid ABN
28471620426,Mt Eliza Pre School Centre,VIC,Medium,Y,Other Education,Y,0,8,1,100,178531,0,123818,302349,0,302349,286723,0,0,0,68177,354900,-52551,Valid ABN
28483128625,Waverley Meadows Pre School Assn,VIC,Medium,Y,Other Education,Y,0,7,0,40,0,0,273677,273677,3903,277580,219211,0,0,0,55829,275040,2540,Valid ABN
28492905417,Hawkesdale & District Pre-School Inc,VIC,Small,Y,Other Education,Y,0,2,0,15,0,6500,27428,33928,0,33928,15561,0,0,0,26123,41684,-7756,Valid ABN
28591227418,Stawell And District University Of The Third Age,VIC,Small,Y,Other Education,Y,0,0,0,5,0,1000,825,1825,0,1825,0,0,0,0,1820,1820,5,Valid ABN
28742062303,Little Sophia Inc,VIC,Medium,Y,Other Education,Y,0,14,2,11,0,0,699979,699979,0,699979,416114,0,0,0,183063,599177,100802,Valid ABN
28785166226,Mordialloc Pre School Inc,VIC,Small,Y,Other Education,Y,0,0,0,50,56394,0,30763,87157,10080,97237,86613,0,0,0,42308,128921,-31684,Valid ABN
28813823194,Melbourne Chinese U3A,VIC,Small,Y,Other Education,Y,0,0,0,13,2000,3420,17218,22638,0,22638,0,0,2500,0,21014,23514,-876,Valid ABN
28823982560,Interlaken Kindergarten Rosanna Inc,VIC,Small,Y,Other Education,Y,0,6,0,16,0,0,0,0,91647,91647,0,0,0,0,85023,85023,6624,Valid ABN
29004167766,Royal Australasian College Of Surgeons,VIC,Large,Y,Other Education,Y,168,58,159,95,2506108,1262089,60840485,64608682,1994394,66603076,23245796,0,8814875,131604,31208274,63400549,3202527,Valid ABN
29004746490,The Newman Scholarship Fund,VIC,Medium,Y,Other Education,Y,0,0,0,0,0,815562,0,815562,0,815562,0,0,0,0,671544,671544,144018,Valid ABN
29098181611,Lakes Entrance Family History Resource Centre Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,29,0,199,3202,3401,0,3401,0,0,0,0,4269,4269,-868,Valid ABN
29152892272,Australasian Association Of Philosophy,VIC,Medium,Y,Other Education,Y,0,2,0,70,0,2001,258132,260133,2993,263126,74247,0,5654,1200,149167,230268,32858,Valid ABN
29160107282,Beehive Foundation Ltd,VIC,Small,Y,Other Education,Y,0,0,1,60,2000,8572,497,11069,0,11069,9887,0,0,0,1080,10967,102,Valid ABN
29309853840,The Trustee For St Marys School Building Fund,VIC,Small,Y,Other Education,Y,0,0,0,0,0,59693,319,60012,0,60012,0,0,69143,0,0,69143,-9131,Valid ABN
29422759405,Church Street Childrens Centre Inc,VIC,Medium,Y,Other Education,Y,5,4,4,10,38719,0,807597,846316,10053,856369,768639,0,0,0,119028,887667,-31298,Valid ABN
29438128377,Rosebud Toy Library Inc,VIC,Small,Y,Other Education,Y,0,2,0,10,13757,0,17671,31428,16831,48259,18810,0,0,0,28625,47435,824,Valid ABN
29449556446,Summerhill Park Kindergarten,VIC,Medium,Y,Other Education,Y,0,7,0,20,0,0,277815,277815,0,277815,201695,0,0,0,78644,280339,-2524,Valid ABN
29529009454,Purple Lion Inc,VIC,Small,Y,Other Education,Y,0,0,0,4,0,21275,0,21275,0,21275,0,0,38979,0,0,38979,-17704,Valid ABN
29606661125,Aluminium Stewardship Initiative Ltd,VIC,Medium,Y,Other Education,Y,1,0,0,0,0,0,730316,730316,0,730316,262150,0,0,0,563691,825841,-95525,Valid ABN
29669469394,Pinjarra Kindergarten Association Inc,VIC,Small,Y,Other Education,Y,0,5,0,14,159990,0,75873,235863,9406,245269,161486,0,0,0,67240,228726,16543,Valid ABN
29672509308,Wallan Pre School Centre Inc,VIC,Small,Y,Other Education,Y,0,0,0,20,1891,0,26404,28295,0,28295,0,0,0,0,28663,28663,-368,Valid ABN
30015662017,Camp Cooinda Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,75,0,3026,68998,72024,0,72024,0,0,0,0,74213,74213,-2189,Valid ABN
30021098995,Clyde St Kindergarten Inc,VIC,Medium,Y,Other Education,Y,1,5,0,11,184868,0,99255,284123,0,284123,263052,0,0,0,45793,308845,-24722,Valid ABN
30075216144,Batman Park Kindergarten Assoc Inc,VIC,Medium,Y,Other Education,Y,0,12,0,5,1800,1163,533104,536067,0,536067,399105,0,1163,0,133876,534144,1923,Valid ABN
30094240981,Australasian Legal Practice Management Association,VIC,Large,Y,Other Education,Y,0,10,0,60,0,0,1474734,1474734,0,1474734,0,0,0,0,1439703,1439703,35031,Valid ABN
30097873491,National Air Museum Limited,VIC,Small,Y,Other Education,Y,0,0,0,2,0,52000,0,52000,0,52000,0,0,0,0,3733,3733,48267,Valid ABN
30113170648,Youth Empowerment Against Hiv/Aids,VIC,Medium,Y,Other Education,Y,2,5,0,120,456214,2891,40594,499699,1612,501311,339679,0,0,0,154244,493923,7388,Valid ABN
30179600510,The Loreto Property Association,VIC,Small,Y,Other Education,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
30275694319,Apex Pre School Centre Inc,VIC,Medium,Y,Other Education,Y,1,8,0,15,195561,213,70485,266259,21959,288218,191473,0,0,0,1163,192636,95582,Valid ABN
30300317714,Silk Cut Foundation Inc,VIC,Small,Y,Other Education,Y,0,0,4,8,0,27000,0,27000,0,27000,0,0,17000,0,4740,21740,5260,Valid ABN
30406884176,Read The Play Inc.,VIC,Small,Y,Other Education,Y,1,1,0,135,0,104696,4091,108787,90181,198968,86798,0,0,0,84228,171026,27942,Valid ABN
30637377107,Rangeview Preschool Association,VIC,Medium,Y,Other Education,Y,0,10,0,50,195498,0,189031,384529,0,384529,290905,0,0,0,102886,393791,-9262,Valid ABN
30652349217,Montague Park Pre School Inc,VIC,Small,Y,Other Education,Y,0,0,0,12,0,14562,0,14562,0,14562,0,0,0,0,8677,8677,5885,Valid ABN
30673093878,Fitzroy Adventure Playground,VIC,Medium,Y,Other Education,Y,0,0,0,6,0,349381,805,350186,3170,353356,0,0,0,0,324458,324458,28898,Valid ABN
30784477503,Keilor Downs Kindergarten Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,0,0,0,0,0,5050,5050,0,0,0,0,84,84,4966,Valid ABN
30818269946,Andrews Community Kindergarten Inc,VIC,Small,Y,Other Education,Y,0,0,0,13,4151,0,10543,14694,0,14694,0,0,0,0,11846,11846,2848,Valid ABN
30830297096,The Torah Centre Inc,VIC,Medium,Y,Other Education,Y,1,2,1,20,0,341773,46385,388158,87884,476042,151626,0,0,0,277806,429432,46610,Valid ABN
30874648274,University Of The Third Age Baw Baw Inc,VIC,Small,Y,Other Education,Y,0,0,0,100,2930,0,10481,13411,0,13411,0,0,0,0,10574,10574,2837,Valid ABN
30913448953,Nurses Christian Fellowship,VIC,Small,Y,Other Education,Y,0,0,0,4,0,872,1335,2207,0,2207,0,0,0,0,1867,1867,340,Valid ABN
30972312480,Wimmera Drug Rehabilatation Trust,VIC,Small,Y,Other Education,Y,0,0,0,2,0,0,8734,8734,0,8734,0,0,0,0,501,501,8233,Valid ABN
31004590158,Victorian Commercial Teachers' Association,VIC,Large,Y,Other Education,Y,2,4,1,60,0,0,1607602,1607602,14943,1622545,592165,0,0,0,668711,1260876,361669,Valid ABN
31087735438,Cherry Crescent Pre School Incorporated,VIC,Medium,Y,Other Education,Y,1,7,0,8,224652,1802,148519,374973,5827,380800,228873,0,0,0,146100,374973,5827,Valid ABN
31091317690,The Australian Society Of Specialist General Surgeons,VIC,Large,Y,Other Education,Y,5,6,1,8,0,0,2470439,2470439,105101,2575540,851833,0,0,0,1261341,2113174,462366,Valid ABN
31099697248,Australian Dairy Conference Ltd,VIC,Medium,Y,Other Education,Y,0,0,0,23,0,0,292932,292932,0,292932,0,0,25000,0,238054,263054,29878,Valid ABN
31167179590,THE TRUSTEE FOR THE SEAM FUND,VIC,Small,Y,Other Education,Y,0,0,0,5,0,58307,555,58862,0,58862,0,0,0,61500,1430,62930,-4068,Valid ABN
31424265517,Dalton Road Pre School Inc,VIC,Medium,Y,Other Education,Y,0,7,1,2,222795,0,94369,317164,0,317164,258573,0,0,0,73768,332341,-15177,Valid ABN
31634692118,Brenbeal Children's Centre Inc,VIC,Large,Y,Other Education,Y,8,10,7,20,23946,0,1325999,1349945,0,1349945,1247733,0,0,0,163392,1411125,-61180,Valid ABN
31721175099,Meadow Heights Learning Shop Inc.,VIC,Large,Y,Other Education,Y,7,13,18,22,1757711,8512,158864,1925087,26584,1951671,1118539,0,390844,0,335329,1844712,106959,Valid ABN
31760024304,Greenville Kindergarten Incorporated,VIC,Small,Y,Other Education,Y,1,2,5,8,0,0,8259,8259,0,8259,0,0,0,0,15916,15916,-7657,Valid ABN
31840815653,Kialla Children's Centre Inc,VIC,Large,Y,Other Education,Y,6,21,12,2,841123,27604,796801,1665528,23752,1689280,1373559,4196,0,0,219879,1597634,91646,Valid ABN
31878829402,Central Park Child Care Centre,VIC,Medium,Y,Other Education,Y,0,11,2,0,0,0,553575,553575,0,553575,423586,0,0,0,86635,510221,43354,Valid ABN
31918092742,Kurboroo Kindergarten Incorporated,VIC,Medium,Y,Other Education,Y,0,13,0,12,0,0,338437,338437,3828,342265,251248,0,0,0,66208,317456,24809,Valid ABN
32176941882,Liberty Avenue Preschool Inc,VIC,Small,Y,Other Education,Y,2,1,1,14,5000,696,36252,41948,0,41948,0,0,0,0,30556,30556,11392,Valid ABN
32514594696,Flinders Kindergarten Inc,VIC,Small,Y,Other Education,Y,1,3,0,15,0,0,3513,3513,0,3513,0,0,0,0,1324,1324,2189,Valid ABN
32736885945,Vasey Park Preschool Inc,VIC,Medium,Y,Other Education,Y,2,4,2,5,222476,0,65331,287807,0,287807,249810,0,0,0,47182,296992,-9185,Valid ABN
33127534775,Walker Street Community Kindergarten Inc,VIC,Small,Y,Other Education,Y,2,0,0,0,5192,0,152540,157732,0,157732,52879,0,0,0,85090,137969,19763,Valid ABN
33132023342,Macpherson Smith Rural Foundation Limited,VIC,Large,Y,Other Education,Y,1,1,1,65,0,415600,645735,1061335,0,1061335,272574,0,150000,0,621386,1043960,17375,Valid ABN
33160378817,Baden Powell Pre School Centre,VIC,Small,Y,Other Education,Y,0,0,0,8,0,207,18735,18942,0,18942,0,0,0,0,16507,16507,2435,Valid ABN
33238696972,Mechanics Institute Shepparton,VIC,Small,Y,Other Education,Y,0,0,0,20,0,0,35775,35775,0,35775,0,0,0,0,37750,37750,-1975,Valid ABN
33308147620,Flemington Child Care Co-Operative,VIC,Medium,Y,Other Education,Y,8,3,4,0,9050,500,917252,926802,0,926802,640065,0,0,0,230574,870639,56163,Valid ABN
33606125786,Selimiye Foundation Limited,VIC,Medium,Y,Other Education,Y,10,2,23,20,0,242668,655003,897671,0,897671,538688,0,31200,0,562086,1131974,-234303,Valid ABN
33608001298,Loreto Ministries Limited,VIC,Large,Y,Other Education,Y,9,1,0,0,0,0,1363609,1363609,0,1363609,683837,0,0,0,540652,1224489,139120,Valid ABN
33706980895,Essendon Historical Society Inc,VIC,Small,Y,Other Education,Y,0,0,0,40,49500,14765,24250,88515,12137,100652,0,0,0,0,101560,101560,-908,Valid ABN
33708904020,Cockatoo Kindergarten Inc,VIC,Small,Y,Other Education,Y,0,6,0,30,0,0,232557,232557,0,232557,96748,0,0,0,110904,207652,24905,Valid ABN
33801853274,Tecoma Pre School Inc,VIC,Small,Y,Other Education,Y,1,4,1,22,163401,1008,75905,240314,0,240314,178584,0,0,0,34039,212623,27691,Valid ABN
33805178691,The Trustee For Peter Williams Trust,VIC,Small,Y,Other Education,Y,0,0,0,0,0,1300,38068,39368,0,39368,0,0,25000,0,1909,26909,12459,Valid ABN
33944045577,Friend Street Kindergarten,VIC,Small,Y,Other Education,Y,1,2,3,25,86945,0,77664,164609,0,164609,124561,0,0,0,50740,175301,-10692,Valid ABN
34077848192,Oak Park Kindergarten Inc,VIC,Medium,Y,Other Education,Y,1,4,1,10,0,0,280186,280186,0,280186,195013,0,0,0,70206,265219,14967,Valid ABN
34133827308,National Vietnam Veterans Museum Ltd,VIC,Medium,Y,Other Education,Y,0,3,0,70,195750,41155,300948,537853,0,537853,66908,0,0,0,326359,393267,144586,Valid ABN
34172849274,Yarra Ranges Kindergartens Inc,VIC,Large,Y,Other Education,Y,3,48,12,110,1356916,0,938830,2295746,0,2295746,1796058,0,0,0,308267,2104325,191421,Valid ABN
34473085494,Robinvale Preschool Association Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,7,0,5430,47110,52540,0,52540,0,0,0,0,13201,13201,39339,Valid ABN
34554674488,Terrara Pre School Association,VIC,Small,Y,Other Education,Y,0,0,0,20,0,0,9914,9914,0,9914,0,0,0,0,14673,14673,-4759,Valid ABN
34587164944,Outlets Co-Operative Neighbourhood House Limited,VIC,Small,Y,Other Education,Y,0,2,6,6,164277,0,51553,215830,3314,219144,153010,0,460,0,60699,214169,4975,Valid ABN
34624145785,Ripponlea Kindergarten Inc,VIC,Medium,Y,Other Education,Y,1,5,1,54,142254,1380,132817,276451,0,276451,206425,0,0,0,89164,295589,-19138,Valid ABN
35006660984,Lowther Hall Anglican Grammar School,VIC,Large,Y,Other Education,Y,112,60,29,0,5345597,0,18617223,23962820,0,23962820,14592709,66918,0,0,4566401,19226028,4736792,Valid ABN
35009569106,The SH Williams Trust,VIC,Small,Y,Other Education,Y,0,0,0,4,0,0,92676,92676,0,92676,0,0,45000,0,21690,66690,25986,Valid ABN
35157575843,Watsonia Pre School Association,VIC,Medium,Y,Other Education,Y,0,4,0,15,216318,1750,81819,299887,0,299887,217705,0,0,0,88558,306263,-6376,Valid ABN
35169765431,Faith-Alone Humanitarian Aid Inc.,VIC,Small,Y,Other Education,Y,0,0,0,4,0,0,19202,19202,0,19202,0,0,0,0,19202,19202,0,Valid ABN
35337485802,Bubup Womindjeka Family and Children's Centre Association Inc,VIC,Large,Y,Other Education,Y,50,10,10,10,3000,0,4006575,4009575,0,4009575,2928054,0,0,0,866365,3794419,215156,Valid ABN
35392258682,Leslie Moorhead Pre School Centre Inc,VIC,Medium,Y,Other Education,Y,1,6,0,12,187150,0,118726,305876,0,305876,244984,0,0,0,55180,300164,5712,Valid ABN
35434905544,Doris Blackburn Pre School Inc,VIC,Medium,Y,Other Education,Y,1,8,0,10,368598,0,155289,523887,0,523887,468622,0,0,0,76650,545272,-21385,Valid ABN
36091171470,Cardiomyopathy Association Of Australia Limited,VIC,Small,Y,Other Education,Y,0,0,0,50,4500,10537,5711,20748,180,20928,0,0,0,0,12660,12660,8268,Valid ABN
36125821763,The Trustee For St Bernard Schools Building Fund,VIC,Small,Y,Other Education,Y,0,0,0,0,0,830,9,839,0,839,0,0,0,0,0,0,839,Valid ABN
36151300745,Beshara Australia,VIC,Small,Y,Other Education,Y,0,0,0,6,0,660,0,660,5841,6501,0,0,69,10000,6892,16961,-10460,Valid ABN
36151807341,Al Kamal Arabic School Inc,VIC,Small,Y,Other Education,Y,0,0,0,27,23466,13840,9575,46881,2615,49496,18275,0,4000,0,24452,46727,2769,Valid ABN
36248912689,Ashwood Childrens Centre Inc,VIC,Large,Y,Other Education,Y,22,11,4,50,131900,3373,1617698,1752971,5562,1758533,1582846,0,0,0,240219,1823065,-64532,Valid ABN
36339159617,Research Pre School Inc,VIC,Small,Y,Other Education,Y,0,3,0,10,69885,0,51485,121370,7273,128643,96954,0,0,0,28975,125929,2714,Valid ABN
36419428641,Vietnamese Parent Club In Kensington Inc.,VIC,Small,Y,Other Education,Y,0,7,0,2,6808,0,2220,9028,0,9028,6628,0,0,0,1940,8568,460,Valid ABN
36496446654,Friends Of Grammar Inc - Executive,VIC,Small,Y,Other Education,Y,0,0,0,50,0,0,5528,5528,0,5528,0,0,0,0,8145,8145,-2617,Valid ABN
36567673356,Lady Forster Kindergarten Incorporated,VIC,Medium,Y,Other Education,Y,3,1,0,8,138856,0,324430,463286,5500,468786,293558,0,0,0,223130,516688,-47902,Valid ABN
36762103472,North Ringwood Community Childrens Centre Inc,VIC,Medium,Y,Other Education,Y,10,2,6,8,0,0,932864,932864,0,932864,826968,0,0,0,131667,958635,-25771,Valid ABN
36762305691,Strathfieldsaye Pre School Inc,VIC,Small,Y,Other Education,Y,0,6,1,20,0,0,0,0,10119,10119,0,0,0,0,10745,10745,-626,Valid ABN
36964730577,Friends Of Grammar Inc- Senior School,VIC,Small,Y,Other Education,Y,0,0,0,160,0,13618,107274,120892,0,120892,0,0,94439,0,89730,184169,-63277,Valid ABN
37005090317,Community College Gippsland Ltd,VIC,Large,Y,Other Education,Y,35,57,12,23,2315356,0,105102,2420458,0,2420458,738021,0,0,0,1519691,2257712,162746,Valid ABN
37039779253,Victorian Squadron Air Training Corps,VIC,Small,Y,Other Education,Y,0,0,0,500,0,0,70560,70560,0,70560,0,0,0,0,54811,54811,15749,Valid ABN
37053647420,Australasian Promotional Products Association,VIC,Large,Y,Other Education,Y,5,1,0,0,0,0,1711358,1711358,12924,1724282,486727,0,0,0,1072652,1559379,164903,Valid ABN
37155800570,Growing Through Education Foundation,VIC,Small,Y,Other Education,Y,0,0,0,15,0,800,1570,2370,0,2370,0,0,0,11079,120,11199,-8829,Valid ABN
37583584266,Education Program For Infants &Children Incorporated,VIC,Large,Y,Other Education,Y,13,15,2,60,1207052,13228,592848,1813128,0,1813128,1270493,0,42000,0,452312,1764805,48323,Valid ABN
37606813441,Murray City Country Coast GP Training Limited,VIC,Large,Y,Other Education,Y,19,53,35,0,18716422,0,1627683,20344105,0,20344105,5926246,0,0,0,13363832,19290078,1054027,Valid ABN
37652060192,The Trustee For Australian American Education Leadership Foundation,VIC,Large,Y,Other Education,Y,5,2,0,8,0,1829820,0,1829820,14763,1844583,545591,0,0,0,1362444,1908035,-63452,Valid ABN
38049813020,Principals' Association Of Specialist Schools Victoria Inc,VIC,Small,Y,Other Education,Y,0,0,0,15,23500,0,129682,153182,0,153182,0,0,0,0,289779,289779,-136597,Valid ABN
38074875111,Optometry Council Of Australia And New Zealand,VIC,Medium,Y,Other Education,Y,0,4,0,0,0,0,657358,657358,0,657358,288539,0,0,0,413930,702469,-45111,Valid ABN
38248146719,Allwood Neighbourhood House Incorporated,VIC,Small,Y,Other Education,Y,0,2,0,10,90189,0,10739,100928,0,100928,51357,0,0,0,35502,86859,14069,Valid ABN
38254682912,Mpf Trust,VIC,Small,Y,Other Education,Y,0,0,0,0,0,0,79505,79505,0,79505,0,0,0,0,94383,94383,-14878,Valid ABN
38287939249,Gillians Rainbow Bridge,VIC,Small,Y,Other Education,Y,0,0,3,10,0,495,10163,10658,0,10658,0,0,0,0,7941,7941,2717,Valid ABN
38734704658,Border Ovarian Cancer Awarenes Group Inc.,VIC,Small,Y,Other Education,Y,0,0,0,12,0,2371,53721,56092,0,56092,0,0,20000,0,20633,40633,15459,Valid ABN
38955707429,The Melbourne Grammar School Foundation,VIC,Large,Y,Other Education,Y,0,0,0,13,0,5664411,1167776,6832187,0,6832187,0,0,0,0,544224,544224,6287963,Valid ABN
39004717300,Rossbourne School,VIC,Large,Y,Other Education,Y,22,9,0,18,3513351,0,2117750,5631101,0,5631101,3686713,0,0,0,818566,4505279,1125822,Valid ABN
39099443619,M A Centre (Aust) Foundation,VIC,Medium,Y,Other Education,Y,0,0,0,86,0,161038,327308,488346,0,488346,0,0,0,0,79954,79954,408392,Valid ABN
39118018992,Personal Injury Education Foundation Limited,VIC,Large,Y,Other Education,Y,5,6,0,0,0,0,1846604,1846604,18525,1865129,1171637,0,0,0,632670,1804307,60822,Valid ABN
39158806127,Go For Greatness,VIC,Small,Y,Other Education,Y,0,0,1,3,0,9883,4349,14232,0,14232,0,0,0,0,23289,23289,-9057,Valid ABN
39485211746,Trinity College,VIC,Large,Y,Other Education,Y,201,101,31,100,0,4641000,61289000,65930000,0,65930000,25004000,0,2561000,0,19921000,47486000,18444000,Valid ABN
39662387026,The Scout Association Of Australia Victorian Branch,VIC,Large,Y,Other Education,Y,27,4,4,3224,824141,124933,13950609,14899683,154765,15054448,2508605,3212,0,0,13142074,15653891,-599443,Valid ABN
39853867516,Sandybeach Community Co-Operative Society Limited,VIC,Large,Y,Other Education,Y,2,21,21,67,834947,13353,497790,1346090,0,1346090,1091603,0,0,0,245601,1337204,8886,Valid ABN
39863450054,Good Shepherd Early Childhood Services,VIC,Large,Y,Other Education,Y,4,20,6,8,197713,1657,1047870,1247240,0,1247240,1078959,0,0,0,179162,1258121,-10881,Valid ABN
39885280693,The Maritime Trust Of Australia Inc,VIC,Small,Y,Other Education,Y,0,0,0,20,0,2545,81784,84329,0,84329,0,0,0,0,50573,50573,33756,Valid ABN
40313623203,Malvern Russian Community School,VIC,Small,Y,Other Education,Y,0,0,13,3,20240,0,58786,79026,0,79026,67950,0,0,0,10997,78947,79,Valid ABN
40672367613,St Pauls Anglican Grammar School Library Fund,VIC,Small,Y,Other Education,Y,0,0,0,2,0,0,2,2,0,2,0,0,0,0,50,50,-48,Valid ABN
41005502625,Mittagundi Outdoor Education Centre,VIC,Medium,Y,Other Education,Y,16,2,0,20,0,110772,254600,365372,0,365372,153582,0,0,0,168221,321803,43569,Valid ABN
41078606416,The Recruitment Consulting & Staffing Association Limited,VIC,Large,Y,Other Education,Y,12,2,0,100,0,0,3677957,3677957,107496,3785453,1391510,0,0,0,2719564,4111074,-325621,Valid ABN
41109798781,Balance Training Services Pty Ltd,VIC,Medium,Y,Other Education,Y,2,11,22,0,602243,0,259735,861978,12052,874030,840538,0,0,0,404082,1244620,-370590,Valid ABN
41135771345,Flight Safety Foundation Limited,VIC,Large,Y,Other Education,Y,5,1,1,0,0,0,2770992,2770992,0,2770992,691047,112,0,0,1723935,2415094,355898,Valid ABN
41188794895,St Dunstan's Anglican Kindergarten Incorporated,VIC,Medium,Y,Other Education,Y,1,4,2,15,135585,0,145945,281530,6255,287785,215260,0,0,0,51249,266509,21276,Valid ABN
41283510809,Seaholme Kindergarten Inc,VIC,Small,Y,Other Education,Y,0,0,0,50,1951,412,51078,53441,0,53441,0,0,0,0,51952,51952,1489,Valid ABN
41360939238,U3A Hawthorn Inc.,VIC,Small,Y,Other Education,Y,0,0,0,200,20273,105,69829,90207,0,90207,0,0,0,0,116996,116996,-26789,Valid ABN
41496150541,Parent Child Mother Goose Australia Inc,VIC,Small,Y,Other Education,Y,0,1,0,12,0,20,53928,53948,0,53948,28195,0,0,0,39455,67650,-13702,Valid ABN
41654216829,Jewish Holocaust Centre Inc,VIC,Large,Y,Other Education,Y,4,16,0,30,0,593564,850592,1444156,1444156,2888312,929125,0,0,0,769502,1698627,1189685,Valid ABN
41770762972,Institute Of The Blessed Virgin Mary,VIC,Large,Y,Other Education,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
41853904693,Rationalist Society of Australia Inc,VIC,Small,Y,Other Education,Y,0,0,2,7,0,860,19454,20314,88263,108577,29523,0,0,0,54567,84090,24487,Valid ABN
41863371007,Operation Newstart Victoria,VIC,Small,Y,Other Education,Y,0,1,0,9,0,91319,17200,108519,0,108519,39035,0,85631,0,14517,139183,-30664,Valid ABN
42004297803,English-Speaking Union Victorian Branch,VIC,Medium,Y,Other Education,Y,1,1,3,12,0,700,538554,539254,0,539254,41619,0,11590,0,258203,311412,227842,Valid ABN
42006070882,The Eltham College Foundation Limited,VIC,Large,Y,Other Education,Y,119,105,54,0,37021,0,15362519,15399540,195986,15595526,10259594,108585,425000,0,4167174,14960353,635173,Valid ABN
42123530408,University Of The Third Age Southern Peninsula Inc,VIC,Small,Y,Other Education,Y,0,0,0,99,5130,127,52411,57668,0,57668,0,0,0,0,43858,43858,13810,Valid ABN
42148965904,Water Safety Vietnam Limited,VIC,Small,Y,Other Education,Y,0,0,0,40,0,29490,43999,73489,0,73489,0,0,0,0,33989,33989,39500,Valid ABN
42256077172,Wyndham Little Buddies Toy Library Inc,VIC,Small,Y,Other Education,Y,0,0,3,300,0,53,33609,33662,0,33662,33282,0,0,0,12637,45919,-12257,Valid ABN
42300821200,Springvalley Pre School Inc,VIC,Small,Y,Other Education,Y,1,4,1,12,207079,20,28490,235589,5296,240885,169271,0,0,0,58952,228223,12662,Valid ABN
42304529967,The Wound Management Association Of Victoria Inc,VIC,Small,Y,Other Education,Y,0,1,0,12,0,0,53245,53245,0,53245,17627,0,4000,0,30550,52177,1068,Valid ABN
42345337827,Auburn South Preschool Incorporated,VIC,Medium,Y,Other Education,Y,1,10,0,25,0,0,264229,264229,0,264229,125805,0,0,0,182493,308298,-44069,Valid ABN
42598961761,Coronation Kindergarten,VIC,Small,Y,Other Education,Y,1,4,0,10,3211,0,10920,14131,20711,34842,0,0,0,0,46464,46464,-11622,Valid ABN
42685339928,Beulah Preschool Association,VIC,Small,Y,Other Education,Y,0,0,2,4,2000,0,0,2000,550,2550,0,0,0,0,567,567,1983,Valid ABN
